"TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_PRECISION","NULLABLE","CONSTRAINT_NAME","COMMENTS","COMMENTS"
"US_PAGE_FIELDS_CONFIG_NEW","DISPLAY_BY_DEFAULT","NUMBER","1","Y","","默认是否显示,0为默认显示","页面数据配置表(新)"
"US_PAGE_FIELDS_CONFIG_NEW","DISPLAY_ORDER","NUMBER","2","Y","","字段显示顺序","页面数据配置表(新)"
"US_PAGE_FIELDS_CONFIG_NEW","DISPLAY_WIDTH","VARCHAR2","","Y","","字段显示宽度","页面数据配置表(新)"
"US_PAGE_FIELDS_CONFIG_NEW","FIELD_DESC","VARCHAR2","","Y","","描述","页面数据配置表(新)"
"US_HARDWARE_MONITOR","ADDRESS_IP","VARCHAR2","","N","PK_US_HARDWARE_MONITOR","地址IP","硬件监控记录表"
"US_HARDWARE_MONITOR","ALARM_TIME","DATE","","N","PK_US_HARDWARE_MONITOR","报警时间","硬件监控记录表"
"US_HARDWARE_MONITOR","ALARM_TYPE","VARCHAR2","","N","PK_US_HARDWARE_MONITOR","报警类型(如内存)","硬件监控记录表"
"US_HARDWARE_MONITOR","ALARM_LEVEL","NUMBER","4","Y","","报警级别","硬件监控记录表"
"US_HARDWARE_MONITOR","ALARM_VALUE","VARCHAR2","","Y","","报警值","硬件监控记录表"
"US_USER_WX_BIND","USER_NAME","VARCHAR2","","N","PKY_WX_USER_BIND_ID","用户名","用户微信绑定关系表"
"US_USER_WX_BIND","WX_OPEN_ID","VARCHAR2","","N","PKY_WX_USER_BIND_ID","微信用户编号","用户微信绑定关系表"
"US_USER_WX_BIND","STATE","NUMBER","2","Y","","绑定状态 1:等待审核 2:绑定成功 3:绑定失败","用户微信绑定关系表"
"US_USER_WX_BIND","CREATED_TIME","DATE","","Y","","创建时间","用户微信绑定关系表"
"US_USER_WX_BIND","VERIFY_USER","VARCHAR2","","Y","","审核用户","用户微信绑定关系表"
"US_USER_WX_BIND","VERIFY_DATE","DATE","","Y","","审核时间","用户微信绑定关系表"
"US_USER_WX_BIND","DISPLAY_NAME","VARCHAR2","","Y","","中文名","用户微信绑定关系表"
"US_MSG_TEMPLATE_CONFIG","TEMPLATE_ID","VARCHAR2","","N","PKY_WX_TEMPLATE_ID","模板编号","消息模板配置表"
"US_MSG_TEMPLATE_CONFIG","TEMPLATE_NAME","VARCHAR2","","Y","","模板名称","消息模板配置表"
"US_MSG_TEMPLATE_CONFIG","CONTENT","VARCHAR2","","Y","","模板内容","消息模板配置表"
"US_MSG_TEMPLATE_CONFIG","USE_TYPE","NUMBER","2","Y","","用途分类 1:验证码下发 2:系统告警","消息模板配置表"
"US_MSG_TEMPLATE_CONFIG","STATUS","NUMBER","1","Y","","状态","消息模板配置表"
"US_MSG_TEMPLATE_CONFIG","MSG_TYPE","NUMBER","2","Y","","消息类型 2:邮件 3:短信 5:语音 6:微信","消息模板配置表"
"US_USER_LOGIN_RECORD","USER_NAME","VARCHAR2","","N","PK_USER_NAME","用户名","用户登录记录表"
"US_USER_LOGIN_RECORD","LOGIN_LAST_TIME","DATE","","Y","","最后登录时间","用户登录记录表"
"US_USER_LOGIN_RECORD","LOGIN_IP","VARCHAR2","","Y","","登录IP","用户登录记录表"
"US_PAGE_FIELDS_CONFIG","PAGE_ID","VARCHAR2","","N","SYS_C00106799","页面编号","页面数据配置表"
"US_PAGE_FIELDS_CONFIG","FUNCTION_ID","VARCHAR2","","N","SYS_C00106800","功能编号","页面数据配置表"
"US_PAGE_FIELDS_CONFIG","FIELD_TEXT","VARCHAR2","","N","SYS_C00106801","页面表头名称","页面数据配置表"
"US_PAGE_FIELDS_CONFIG","FIELD_NAME","VARCHAR2","","N","SYS_C00106802","字段名称","页面数据配置表"
"US_PAGE_FIELDS_CONFIG","FIELD_DB_NAME","VARCHAR2","","N","SYS_C00106803","数据库字段名称","页面数据配置表"
"US_PAGE_FIELDS_CONFIG","FORMAT","VARCHAR2","","Y","","显示格式","页面数据配置表"
"US_PAGE_FIELDS_CONFIG","DATA_TYPE","NUMBER","1","Y","","数据类型","页面数据配置表"
"US_PAGE_FIELDS_CONFIG","DISPLAY_BY_DEFAULT","NUMBER","1","Y","","默认是否显示,0为默认显示","页面数据配置表"
"US_PAGE_FIELDS_CONFIG","DISPLAY_ORDER","NUMBER","2","Y","","字段显示顺序","页面数据配置表"
"US_PAGE_FIELDS_CONFIG","DISPLAY_WIDTH","VARCHAR2","","Y","","字段显示宽度","页面数据配置表"
"US_PAGE_FIELDS_CONFIG","FIELD_DESC","VARCHAR2","","Y","","描述","页面数据配置表"
"US_PAGE_FIELDS_CONFIG","FIELD_CONFIG_ID","NUMBER","20","N","PK_US_PAGE_FIELDS_CONFIG","主键","页面数据配置表"
"US_PAGE_FIELDS_CONFIG","FIELD_CONFIG_ID","NUMBER","20","N","SYS_C00106798","主键","页面数据配置表"
"US_USER_FIELDS_CONFIG","ID","NUMBER","20","N","PK_US_USER_FIELDS_CONFIG","主键","用户保存页面字段信息表"
"US_USER_FIELDS_CONFIG","ID","NUMBER","20","N","SYS_C00106804","主键","用户保存页面字段信息表"
"US_USER_FIELDS_CONFIG","USER_NAME","VARCHAR2","","N","SYS_C00106805","用户名称","用户保存页面字段信息表"
"US_USER_FIELDS_CONFIG","FIELD_CONFIG_ID","NUMBER","10","N","SYS_C00106806","配置编号","用户保存页面字段信息表"
"US_USER_FIELDS_CONFIG","UPDATE_TIME","DATE","","Y","","更改时间","用户保存页面字段信息表"
"US_USER_FIELDS_CONFIG","STATUS","NUMBER","","Y","","状态(用于缓存)","用户保存页面字段信息表"
"US_USER_FIELDS_CONFIG","DISPLAY_BY_DEFAULT","NUMBER","","Y","","默认显示(用于缓存)","用户保存页面字段信息表"
"US_USER_PLUGIN_CONFIG","ID","NUMBER","20","N","PK_US_USER_PLUGIN_CONFIG","主键","插件信息表"
"US_USER_PLUGIN_CONFIG","ID","NUMBER","20","N","SYS_C00106807","主键","插件信息表"
"US_USER_PLUGIN_CONFIG","USER_NAME","VARCHAR2","","N","SYS_C00106808","用户名称","插件信息表"
"US_USER_PLUGIN_CONFIG","PAGE_ID","VARCHAR2","","N","SYS_C00106809","页面编号","插件信息表"
"US_USER_PLUGIN_CONFIG","FUNCTION_ID","VARCHAR2","","N","SYS_C00106810","功能编号","插件信息表"
"US_USER_PLUGIN_CONFIG","PLUGIN_ID","VARCHAR2","","Y","","插件ID","插件信息表"
"US_SYSTEM_OPERATION","OP_ID","NUMBER","","N","PRIMARY_KEY","主键编号","系统操作日志表"
"US_SYSTEM_OPERATION","OP_ID","NUMBER","","N","SYS_C00106811","主键编号","系统操作日志表"
"US_SYSTEM_OPERATION","SYSTEM_ID","VARCHAR2","","Y","","系统编号","系统操作日志表"
"US_SYSTEM_OPERATION","IP","VARCHAR2","","Y","","IP地址","系统操作日志表"
"US_SYSTEM_OPERATION","KEY_ID","VARCHAR2","","Y","","数据主键ID","系统操作日志表"
"US_SYSTEM_OPERATION","OPERATE_TYPE","NUMBER","2","Y","","操作类型","系统操作日志表"
"US_SYSTEM_OPERATION","DETAILS","VARCHAR2","","Y","","操作详情","系统操作日志表"
"US_SYSTEM_OPERATION","OPERATOR","VARCHAR2","","Y","","操作人","系统操作日志表"
"US_SYSTEM_OPERATION","OPERATE_TIME","DATE","","N","SYS_C00106812","操作时间","系统操作日志表"
"US_SYSTEM_OPERATION","MENU_PATH","VARCHAR2","","Y","","菜单路径","系统操作日志表"
"US_GROUP_MAPPING","ID","NUMBER","20","N","PK_US_GROUP_MAPPING","编号","分组关系表"
"US_GROUP_MAPPING","ID","NUMBER","20","N","SYS_C00106813","编号","分组关系表"
"US_GROUP_MAPPING","GROUP_ID","NUMBER","20","Y","","分组编号","分组关系表"
"US_GROUP_MAPPING","CHANNEL_NO","VARCHAR2","","Y","","渠道编号","分组关系表"
"US_GROUP_MAPPING","STATUS","NUMBER","1","Y","","状态","分组关系表"
"US_ROLE_INFO","ROLE_ID","NUMBER","10","N","PKY_ROLE_INFO_ID","角色编号","系统角色信息表"
"US_ROLE_INFO","ROLE_NAME","VARCHAR2","","Y","","系统名称","系统角色信息表"
"US_ROLE_INFO","GRANT_SYSTEM","VARCHAR2","","Y","","所属系统列表","系统角色信息表"
"US_ROLE_INFO","ROLE_TYPE","NUMBER","1","Y","","角色类型,1:普通,2:管理员","系统角色信息表"
"US_ROLE_INFO","STATUS","NUMBER","1","Y","","状态","系统角色信息表"
"US_ROLE_INFO","CREATED_USER","VARCHAR2","","Y","","创建用户","系统角色信息表"
"US_ROLE_INFO","CREATED_TIME","DATE","","Y","","创建时间","系统角色信息表"
"US_ROLE_INFO","UPDATED_USER","VARCHAR2","","Y","","更新用户","系统角色信息表"
"US_ROLE_INFO","UPDATED_TIME","DATE","","Y","","更新时间","系统角色信息表"
"US_ROLE_PERMISSION","MAPPING_ID","NUMBER","10","N","PKY_ROLE_PERMISSION_ID","关系编号","角色权限关系表"
"US_ROLE_PERMISSION","FUNCTION_ID","VARCHAR2","","Y","","功能编号","角色权限关系表"
"US_ROLE_PERMISSION","ROLE_ID","NUMBER","10","Y","","角色编号","角色权限关系表"
"US_ROLE_PERMISSION","STATUS","NUMBER","1","Y","","状态","角色权限关系表"
"US_ROLE_PERMISSION","CREATED_USER","VARCHAR2","","Y","","创建用户","角色权限关系表"
"US_ROLE_PERMISSION","CREATED_TIME","DATE","","Y","","创建时间","角色权限关系表"
"US_ROLE_PERMISSION","UPDATED_USER","VARCHAR2","","Y","","更新用户","角色权限关系表"
"US_ROLE_PERMISSION","UPDATED_TIME","DATE","","Y","","更新时间","角色权限关系表"
"US_SYSTEM_FUNCTION","FUNCTION_ID","VARCHAR2","","N","PKY_SYSTEM_FUNCTION_ID","功能编号","系统功能信息表"
"US_SYSTEM_FUNCTION","DISPLAY_NAME","VARCHAR2","","Y","","显示名称","系统功能信息表"
